"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_kf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_kf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_kf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_kf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_kf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_kf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_kf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_kf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_kf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_kf__MAX"
"239","1202","1202","1202","0.0847889706492424","0.0847889706492424","0.0847889706492424","1442","1442","1442","0.06567799299955368","0.06567799299955368","0.06567799299955368","1442","1442","1442","0.07342930883169174","0.07342930883169174","0.07342930883169174","1442","1442","1442","0.08752994239330292","0.08752994239330292","0.08752994239330292","1442","1442","1442","0.0667976513504982","0.0667976513504982","0.0667976513504982","1202","1202","1202","0.0632777288556099","0.0632777288556099","0.0632777288556099","1442","1442","1442","0.07016033679246902","0.07016033679246902","0.07016033679246902","1442","1442","1442","0.0794716328382492","0.0794716328382492","0.0794716328382492"
"240","1207","1207","1207","0.08110082149505615","0.08110082149505615","0.08110082149505615","1448","1448","1448","0.06461167335510254","0.06461167335510254","0.06461167335510254","1448","1448","1448","0.05733010172843933","0.05733010172843933","0.05733010172843933","1448","1448","1448","0.07814925163984299","0.07814925163984299","0.07814925163984299","1448","1448","1448","0.07716967165470123","0.07716967165470123","0.07716967165470123","1207","1207","1207","0.07345568388700485","0.07345568388700485","0.07345568388700485","1448","1448","1448","0.05760055035352707","0.05760055035352707","0.05760055035352707","1448","1448","1448","0.06490349024534225","0.06490349024534225","0.06490349024534225"
"241","1212","1212","1212","0.0719480812549591","0.0719480812549591","0.0719480812549591","1454","1454","1454","0.06301432847976685","0.06301432847976685","0.06301432847976685","1454","1454","1454","0.07724349945783615","0.07724349945783615","0.07724349945783615","1454","1454","1454","0.09867095947265625","0.09867095947265625","0.09867095947265625","1454","1454","1454","0.07706424593925476","0.07706424593925476","0.07706424593925476","1212","1212","1212","0.06616392731666565","0.06616392731666565","0.06616392731666565","1454","1454","1454","0.0718507245182991","0.0718507245182991","0.0718507245182991","1454","1454","1454","0.06590725481510162","0.06590725481510162","0.06590725481510162"
"242","1217","1217","1217","0.07032480835914612","0.07032480835914612","0.07032480835914612","1460","1460","1460","0.07395432889461517","0.07395432889461517","0.07395432889461517","1460","1460","1460","0.07537288963794708","0.07537288963794708","0.07537288963794708","1460","1460","1460","0.07703125476837158","0.07703125476837158","0.07703125476837158","1460","1460","1460","0.08163266628980637","0.08163266628980637","0.08163266628980637","1217","1217","1217","0.06805520504713058","0.06805520504713058","0.06805520504713058","1460","1460","1460","0.06989976018667221","0.06989976018667221","0.06989976018667221","1460","1460","1460","0.07427457720041275","0.07427457720041275","0.07427457720041275"
"243","1222","1222","1222","0.07802796363830566","0.07802796363830566","0.07802796363830566","1466","1466","1466","0.04351925849914551","0.04351925849914551","0.04351925849914551","1466","1466","1466","0.10021145641803741","0.10021145641803741","0.10021145641803741","1466","1466","1466","0.07281263917684555","0.07281263917684555","0.07281263917684555","1466","1466","1466","0.07636545598506927","0.07636545598506927","0.07636545598506927","1222","1222","1222","0.08740924298763275","0.08740924298763275","0.08740924298763275","1466","1466","1466","0.07897164672613144","0.07897164672613144","0.07897164672613144","1466","1466","1466","0.07790671288967133","0.07790671288967133","0.07790671288967133"
"244","1227","1227","1227","0.08407909423112869","0.08407909423112869","0.08407909423112869","1472","1472","1472","0.08516748249530792","0.08516748249530792","0.08516748249530792","1472","1472","1472","0.06602045148611069","0.06602045148611069","0.06602045148611069","1472","1472","1472","0.07784630358219147","0.07784630358219147","0.07784630358219147","1472","1472","1472","0.06965123862028122","0.06965123862028122","0.06965123862028122","1227","1227","1227","0.08110447973012924","0.08110447973012924","0.08110447973012924","1472","1472","1472","0.0837465152144432","0.0837465152144432","0.0837465152144432","1472","1472","1472","0.06698698550462723","0.06698698550462723","0.06698698550462723"
"245","1232","1232","1232","0.07610270380973816","0.07610270380973816","0.07610270380973816","1478","1478","1478","0.07384848594665527","0.07384848594665527","0.07384848594665527","1478","1478","1478","0.08439604938030243","0.08439604938030243","0.08439604938030243","1478","1478","1478","0.07206873595714569","0.07206873595714569","0.07206873595714569","1478","1478","1478","0.07072056829929352","0.07072056829929352","0.07072056829929352","1232","1232","1232","0.06946864724159241","0.06946864724159241","0.06946864724159241","1478","1478","1478","0.09751692414283752","0.09751692414283752","0.09751692414283752","1478","1478","1478","0.08909834921360016","0.08909834921360016","0.08909834921360016"
"246","1237","1237","1237","0.05752990022301674","0.05752990022301674","0.05752990022301674","1484","1484","1484","0.07293402403593063","0.07293402403593063","0.07293402403593063","1484","1484","1484","0.060059450566768646","0.060059450566768646","0.060059450566768646","1484","1484","1484","0.08877942711114883","0.08877942711114883","0.08877942711114883","1484","1484","1484","0.06739097088575363","0.06739097088575363","0.06739097088575363","1237","1237","1237","0.07192206382751465","0.07192206382751465","0.07192206382751465","1484","1484","1484","0.08271074295043945","0.08271074295043945","0.08271074295043945","1484","1484","1484","0.06867580860853195","0.06867580860853195","0.06867580860853195"
"247","1242","1242","1242","0.08245386183261871","0.08245386183261871","0.08245386183261871","1490","1490","1490","0.06103561446070671","0.06103561446070671","0.06103561446070671","1490","1490","1490","0.0656709149479866","0.0656709149479866","0.0656709149479866","1490","1490","1490","0.08768929541110992","0.08768929541110992","0.08768929541110992","1490","1490","1490","0.08036018162965775","0.08036018162965775","0.08036018162965775","1242","1242","1242","0.05752122774720192","0.05752122774720192","0.05752122774720192","1490","1490","1490","0.08150085061788559","0.08150085061788559","0.08150085061788559","1490","1490","1490","0.07466728240251541","0.07466728240251541","0.07466728240251541"
"248","1247","1247","1247","0.07570446282625198","0.07570446282625198","0.07570446282625198","1496","1496","1496","0.06191473826766014","0.06191473826766014","0.06191473826766014","1496","1496","1496","0.06705663353204727","0.06705663353204727","0.06705663353204727","1496","1496","1496","0.06512153148651123","0.06512153148651123","0.06512153148651123","1496","1496","1496","0.0913531482219696","0.0913531482219696","0.0913531482219696","1247","1247","1247","0.08844569325447083","0.08844569325447083","0.08844569325447083","1496","1496","1496","0.07781998068094254","0.07781998068094254","0.07781998068094254","1496","1496","1496","0.08331438899040222","0.08331438899040222","0.08331438899040222"
"249","1252","1252","1252","0.0729798823595047","0.0729798823595047","0.0729798823595047","1502","1502","1502","0.06729559600353241","0.06729559600353241","0.06729559600353241","1502","1502","1502","0.06844758242368698","0.06844758242368698","0.06844758242368698","1502","1502","1502","0.06598319858312607","0.06598319858312607","0.06598319858312607","1502","1502","1502","0.06848923861980438","0.06848923861980438","0.06848923861980438","1252","1252","1252","0.07500665634870529","0.07500665634870529","0.07500665634870529","1502","1502","1502","0.05548118054866791","0.05548118054866791","0.05548118054866791","1502","1502","1502","0.07440323382616043","0.07440323382616043","0.07440323382616043"
"250","1257","1257","1257","0.06567954272031784","0.06567954272031784","0.06567954272031784","1508","1508","1508","0.0703774243593216","0.0703774243593216","0.0703774243593216","1508","1508","1508","0.07222501933574677","0.07222501933574677","0.07222501933574677","1508","1508","1508","0.0581122525036335","0.0581122525036335","0.0581122525036335","1508","1508","1508","0.06385436654090881","0.06385436654090881","0.06385436654090881","1257","1257","1257","0.08728376030921936","0.08728376030921936","0.08728376030921936","1508","1508","1508","0.06928642094135284","0.06928642094135284","0.06928642094135284","1508","1508","1508","0.08072707802057266","0.08072707802057266","0.08072707802057266"
"251","1262","1262","1262","0.07336068898439407","0.07336068898439407","0.07336068898439407","1514","1514","1514","0.08057080209255219","0.08057080209255219","0.08057080209255219","1514","1514","1514","0.06139521300792694","0.06139521300792694","0.06139521300792694","1514","1514","1514","0.07634666562080383","0.07634666562080383","0.07634666562080383","1514","1514","1514","0.0838954746723175","0.0838954746723175","0.0838954746723175","1262","1262","1262","0.0766386017203331","0.0766386017203331","0.0766386017203331","1514","1514","1514","0.07043855637311935","0.07043855637311935","0.07043855637311935","1514","1514","1514","0.06917905807495117","0.06917905807495117","0.06917905807495117"
"252","1267","1267","1267","0.07566745579242706","0.07566745579242706","0.07566745579242706","1520","1520","1520","0.08384821563959122","0.08384821563959122","0.08384821563959122","1520","1520","1520","0.07816823571920395","0.07816823571920395","0.07816823571920395","1520","1520","1520","0.07353609055280685","0.07353609055280685","0.07353609055280685","1520","1520","1520","0.07433058321475983","0.07433058321475983","0.07433058321475983","1267","1267","1267","0.07340388000011444","0.07340388000011444","0.07340388000011444","1520","1520","1520","0.06765314936637878","0.06765314936637878","0.06765314936637878","1520","1520","1520","0.07807082682847977","0.07807082682847977","0.07807082682847977"
"253","1272","1272","1272","0.06728693842887878","0.06728693842887878","0.06728693842887878","1526","1526","1526","0.06738138198852539","0.06738138198852539","0.06738138198852539","1526","1526","1526","0.07145027816295624","0.07145027816295624","0.07145027816295624","1526","1526","1526","0.05713985860347748","0.05713985860347748","0.05713985860347748","1526","1526","1526","0.06463726609945297","0.06463726609945297","0.06463726609945297","1272","1272","1272","0.09777379035949707","0.09777379035949707","0.09777379035949707","1526","1526","1526","0.06814222037792206","0.06814222037792206","0.06814222037792206","1526","1526","1526","0.08513485640287399","0.08513485640287399","0.08513485640287399"
"254","1277","1277","1277","0.05055413022637367","0.05055413022637367","0.05055413022637367","1532","1532","1532","0.059412967413663864","0.059412967413663864","0.059412967413663864","1532","1532","1532","0.08002747595310211","0.08002747595310211","0.08002747595310211","1532","1532","1532","0.0844528004527092","0.0844528004527092","0.0844528004527092","1532","1532","1532","0.06884364783763885","0.06884364783763885","0.06884364783763885","1277","1277","1277","0.07192676514387131","0.07192676514387131","0.07192676514387131","1532","1532","1532","0.07054059207439423","0.07054059207439423","0.07054059207439423","1532","1532","1532","0.04084233567118645","0.04084233567118645","0.04084233567118645"
"255","1282","1282","1282","0.08296000957489014","0.08296000957489014","0.08296000957489014","1538","1538","1538","0.06303463876247406","0.06303463876247406","0.06303463876247406","1538","1538","1538","0.06409097462892532","0.06409097462892532","0.06409097462892532","1538","1538","1538","0.05544518306851387","0.05544518306851387","0.05544518306851387","1538","1538","1538","0.07142584770917892","0.07142584770917892","0.07142584770917892","1282","1282","1282","0.07316218316555023","0.07316218316555023","0.07316218316555023","1538","1538","1538","0.06812392175197601","0.06812392175197601","0.06812392175197601","1538","1538","1538","0.05981318652629852","0.05981318652629852","0.05981318652629852"
"256","1287","1287","1287","0.054438114166259766","0.054438114166259766","0.054438114166259766","1544","1544","1544","0.05029411241412163","0.05029411241412163","0.05029411241412163","1544","1544","1544","0.05256113037467003","0.05256113037467003","0.05256113037467003","1544","1544","1544","0.053542450070381165","0.053542450070381165","0.053542450070381165","1544","1544","1544","0.046904172748327255","0.046904172748327255","0.046904172748327255","1287","1287","1287","0.0861668586730957","0.0861668586730957","0.0861668586730957","1544","1544","1544","0.07587282359600067","0.07587282359600067","0.07587282359600067","1544","1544","1544","0.0531468391418457","0.0531468391418457","0.0531468391418457"
"257","1292","1292","1292","0.055983349680900574","0.055983349680900574","0.055983349680900574","1550","1550","1550","0.07101073861122131","0.07101073861122131","0.07101073861122131","1550","1550","1550","0.07514508068561554","0.07514508068561554","0.07514508068561554","1550","1550","1550","0.06155884638428688","0.06155884638428688","0.06155884638428688","1550","1550","1550","0.08715911954641342","0.08715911954641342","0.08715911954641342","1292","1292","1292","0.07454036176204681","0.07454036176204681","0.07454036176204681","1550","1550","1550","0.07734899967908859","0.07734899967908859","0.07734899967908859","1550","1550","1550","0.05750684440135956","0.05750684440135956","0.05750684440135956"
"258","1297","1297","1297","0.06861621886491776","0.06861621886491776","0.06861621886491776","1556","1556","1556","0.06351706385612488","0.06351706385612488","0.06351706385612488","1556","1556","1556","0.061837490648031235","0.061837490648031235","0.061837490648031235","1556","1556","1556","0.0505119226872921","0.0505119226872921","0.0505119226872921","1556","1556","1556","0.06259923428297043","0.06259923428297043","0.06259923428297043","1297","1297","1297","0.06322963535785675","0.06322963535785675","0.06322963535785675","1556","1556","1556","0.0826936736702919","0.0826936736702919","0.0826936736702919","1556","1556","1556","0.08613406121730804","0.08613406121730804","0.08613406121730804"
"259","1302","1302","1302","0.0532560795545578","0.0532560795545578","0.0532560795545578","1562","1562","1562","0.08372103422880173","0.08372103422880173","0.08372103422880173","1562","1562","1562","0.07015775144100189","0.07015775144100189","0.07015775144100189","1562","1562","1562","0.08085847645998001","0.08085847645998001","0.08085847645998001","1562","1562","1562","0.07608547806739807","0.07608547806739807","0.07608547806739807","1302","1302","1302","0.08128782361745834","0.08128782361745834","0.08128782361745834","1562","1562","1562","0.08504269272089005","0.08504269272089005","0.08504269272089005","1562","1562","1562","0.07308892905712128","0.07308892905712128","0.07308892905712128"
"260","1307","1307","1307","0.0619378462433815","0.0619378462433815","0.0619378462433815","1568","1568","1568","0.07722077518701553","0.07722077518701553","0.07722077518701553","1568","1568","1568","0.05977493152022362","0.05977493152022362","0.05977493152022362","1568","1568","1568","0.04660489782691002","0.04660489782691002","0.04660489782691002","1568","1568","1568","0.07900536060333252","0.07900536060333252","0.07900536060333252","1307","1307","1307","0.07043253630399704","0.07043253630399704","0.07043253630399704","1568","1568","1568","0.0666385069489479","0.0666385069489479","0.0666385069489479","1568","1568","1568","0.072205550968647","0.072205550968647","0.072205550968647"
"261","1312","1312","1312","0.061704277992248535","0.061704277992248535","0.061704277992248535","1574","1574","1574","0.062361039221286774","0.062361039221286774","0.062361039221286774","1574","1574","1574","0.07516176253557205","0.07516176253557205","0.07516176253557205","1574","1574","1574","0.07538730651140213","0.07538730651140213","0.07538730651140213","1574","1574","1574","0.06478317826986313","0.06478317826986313","0.06478317826986313","1312","1312","1312","0.0857112780213356","0.0857112780213356","0.0857112780213356","1574","1574","1574","0.06932591646909714","0.06932591646909714","0.06932591646909714","1574","1574","1574","0.07818017154932022","0.07818017154932022","0.07818017154932022"
"262","1317","1317","1317","0.052610140293836594","0.052610140293836594","0.052610140293836594","1580","1580","1580","0.07040797919034958","0.07040797919034958","0.07040797919034958","1580","1580","1580","0.08225719630718231","0.08225719630718231","0.08225719630718231","1580","1580","1580","0.06484463810920715","0.06484463810920715","0.06484463810920715","1580","1580","1580","0.09161777049303055","0.09161777049303055","0.09161777049303055","1317","1317","1317","0.08983911573886871","0.08983911573886871","0.08983911573886871","1580","1580","1580","0.059228476136922836","0.059228476136922836","0.059228476136922836","1580","1580","1580","0.0749620869755745","0.0749620869755745","0.0749620869755745"
"263","1322","1322","1322","0.0554649643599987","0.0554649643599987","0.0554649643599987","1586","1586","1586","0.08197362720966339","0.08197362720966339","0.08197362720966339","1586","1586","1586","0.06181439384818077","0.06181439384818077","0.06181439384818077","1586","1586","1586","0.06455123424530029","0.06455123424530029","0.06455123424530029","1586","1586","1586","0.0593685507774353","0.0593685507774353","0.0593685507774353","1322","1322","1322","0.07101169228553772","0.07101169228553772","0.07101169228553772","1586","1586","1586","0.08955387771129608","0.08955387771129608","0.08955387771129608","1586","1586","1586","0.07962421327829361","0.07962421327829361","0.07962421327829361"
