"Train/step","rl_filter_mlp_2025-12-07_21-13-48 - Train/Mrewards","rl_filter_mlp_2025-12-07_21-13-48 - Train/Mrewards__MIN","rl_filter_mlp_2025-12-07_21-13-48 - Train/Mrewards__MAX","rl_filter_mlp_2025-12-07_21-13-48 - _step","rl_filter_mlp_2025-12-07_21-13-48 - _step__MIN","rl_filter_mlp_2025-12-07_21-13-48 - _step__MAX","rl_filter_no_dueling_2025-11-29_18-11-35 - Train/Mrewards","rl_filter_no_dueling_2025-11-29_18-11-35 - Train/Mrewards__MIN","rl_filter_no_dueling_2025-11-29_18-11-35 - Train/Mrewards__MAX","rl_filter_no_dueling_2025-11-29_18-11-35 - _step","rl_filter_no_dueling_2025-11-29_18-11-35 - _step__MIN","rl_filter_no_dueling_2025-11-29_18-11-35 - _step__MAX","rl_filter_selfattn_2025-11-26_16-56-20 - Train/Mrewards","rl_filter_selfattn_2025-11-26_16-56-20 - Train/Mrewards__MIN","rl_filter_selfattn_2025-11-26_16-56-20 - Train/Mrewards__MAX","rl_filter_selfattn_2025-11-26_16-56-20 - _step","rl_filter_selfattn_2025-11-26_16-56-20 - _step__MIN","rl_filter_selfattn_2025-11-26_16-56-20 - _step__MAX","rl_filter_no_noisy_2025-11-25_15-04-29 - Train/Mrewards","rl_filter_no_noisy_2025-11-25_15-04-29 - Train/Mrewards__MIN","rl_filter_no_noisy_2025-11-25_15-04-29 - Train/Mrewards__MAX","rl_filter_no_noisy_2025-11-25_15-04-29 - _step","rl_filter_no_noisy_2025-11-25_15-04-29 - _step__MIN","rl_filter_no_noisy_2025-11-25_15-04-29 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Train/Mrewards","4070_rl_filter_2025-07-20_12-17-12 - Train/Mrewards__MIN","4070_rl_filter_2025-07-20_12-17-12 - Train/Mrewards__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX"
"1347530","","","","","","","","","","","","","","","","","","","1.498915672302246","1.498915672302246","1.498915672302246","112172","112172","112172","","","","","",""
"1347559","","","","","","","","","","","","","","","","","","","","","","","","","1.2561395168304443","1.2561395168304443","1.2561395168304443","111062","111062","111062"
"1347581","","","","","","","1.3613202571868896","1.3613202571868896","1.3613202571868896","109602","109602","109602","","","","","","","","","","","","","","","","","",""
"1347743","","","","","","","","","","","","","1.1323004961013794","1.1323004961013794","1.1323004961013794","105279","105279","105279","","","","","","","","","","","",""
"1347840","","","","","","","","","","","","","","","","","","","1.4156875610351562","1.4156875610351562","1.4156875610351562","112198","112198","112198","","","","","",""
"1347869","","","","","","","","","","","","","","","","","","","","","","","","","1.315213918685913","1.315213918685913","1.315213918685913","111088","111088","111088"
"1347891","","","","","","","1.390559196472168","1.390559196472168","1.390559196472168","109628","109628","109628","","","","","","","","","","","","","","","","","",""
"1348053","","","","","","","","","","","","","1.1670184135437012","1.1670184135437012","1.1670184135437012","105305","105305","105305","","","","","","","","","","","",""
"1348150","","","","","","","","","","","","","","","","","","","1.4624974727630615","1.4624974727630615","1.4624974727630615","112261","112261","112261","","","","","",""
"1348162","-17.10079002380371","-17.10079002380371","-17.10079002380371","26063","26063","26063","","","","","","","","","","","","","","","","","","","","","","","",""
"1348179","","","","","","","","","","","","","","","","","","","","","","","","","1.333832025527954","1.333832025527954","1.333832025527954","111114","111114","111114"
"1348201","","","","","","","1.4720571041107178","1.4720571041107178","1.4720571041107178","109654","109654","109654","","","","","","","","","","","","","","","","","",""
"1348363","","","","","","","","","","","","","1.2386541366577148","1.2386541366577148","1.2386541366577148","105330","105330","105330","","","","","","","","","","","",""
"1348460","","","","","","","","","","","","","","","","","","","1.4805344343185425","1.4805344343185425","1.4805344343185425","112287","112287","112287","","","","","",""
"1348489","","","","","","","","","","","","","","","","","","","","","","","","","1.3584803342819214","1.3584803342819214","1.3584803342819214","111140","111140","111140"
"1348511","","","","","","","1.281652808189392","1.281652808189392","1.281652808189392","109680","109680","109680","","","","","","","","","","","","","","","","","",""
"1348683","","","","","","","","","","","","","1.2727241516113281","1.2727241516113281","1.2727241516113281","105356","105356","105356","","","","","","","","","","","",""
"1348770","","","","","","","","","","","","","","","","","","","1.4880242347717285","1.4880242347717285","1.4880242347717285","112312","112312","112312","","","","","",""
"1348799","","","","","","","","","","","","","","","","","","","","","","","","","1.3950773477554321","1.3950773477554321","1.3950773477554321","111165","111165","111165"
"1348821","","","","","","","1.2851532697677612","1.2851532697677612","1.2851532697677612","109706","109706","109706","","","","","","","","","","","","","","","","","",""
"1348993","","","","","","","","","","","","","1.2901443243026733","1.2901443243026733","1.2901443243026733","105382","105382","105382","","","","","","","","","","","",""
"1349080","","","","","","","","","","","","","","","","","","","1.5106399059295654","1.5106399059295654","1.5106399059295654","112338","112338","112338","","","","","",""
"1349109","","","","","","","","","","","","","","","","","","","","","","","","","1.4278454780578613","1.4278454780578613","1.4278454780578613","111191","111191","111191"
"1349131","","","","","","","1.1828433275222778","1.1828433275222778","1.1828433275222778","109731","109731","109731","","","","","","","","","","","","","","","","","",""
"1349303","","","","","","","","","","","","","1.3257908821105957","1.3257908821105957","1.3257908821105957","105408","105408","105408","","","","","","","","","","","",""
"1349390","","","","","","","","","","","","","","","","","","","1.5385034084320068","1.5385034084320068","1.5385034084320068","112364","112364","112364","","","","","",""
"1349419","","","","","","","","","","","","","","","","","","","","","","","","","1.508077621459961","1.508077621459961","1.508077621459961","111254","111254","111254"
"1349441","","","","","","","1.225159764289856","1.225159764289856","1.225159764289856","109757","109757","109757","","","","","","","","","","","","","","","","","",""
"1349613","","","","","","","","","","","","","1.4107956886291504","1.4107956886291504","1.4107956886291504","105434","105434","105434","","","","","","","","","","","",""
"1349700","","","","","","","","","","","","","","","","","","","1.6136066913604736","1.6136066913604736","1.6136066913604736","112390","112390","112390","","","","","",""
"1349729","","","","","","","","","","","","","","","","","","","","","","","","","1.3581629991531372","1.3581629991531372","1.3581629991531372","111280","111280","111280"
"1349751","","","","","","","1.2543514966964722","1.2543514966964722","1.2543514966964722","109783","109783","109783","","","","","","","","","","","","","","","","","",""
"1349923","","","","","","","","","","","","","1.328173041343689","1.328173041343689","1.328173041343689","105459","105459","105459","","","","","","","","","","","",""
"1350010","","","","","","","","","","","","","","","","","","","1.474811315536499","1.474811315536499","1.474811315536499","112416","112416","112416","","","","","",""
"1350039","","","","","","","","","","","","","","","","","","","","","","","","","1.3304592370986938","1.3304592370986938","1.3304592370986938","111306","111306","111306"
"1350061","","","","","","","1.2907946109771729","1.2907946109771729","1.2907946109771729","109809","109809","109809","","","","","","","","","","","","","","","","","",""
"1350182","-17.147794723510742","-17.147794723510742","-17.147794723510742","26093","26093","26093","","","","","","","","","","","","","","","","","","","","","","","",""
"1350233","","","","","","","","","","","","","1.255624771118164","1.255624771118164","1.255624771118164","105485","105485","105485","","","","","","","","","","","",""
"1350320","","","","","","","","","","","","","","","","","","","1.4402247667312622","1.4402247667312622","1.4402247667312622","112441","112441","112441","","","","","",""
"1350349","","","","","","","","","","","","","","","","","","","","","","","","","1.2456907033920288","1.2456907033920288","1.2456907033920288","111331","111331","111331"
"1350371","","","","","","","1.3671947717666626","1.3671947717666626","1.3671947717666626","109834","109834","109834","","","","","","","","","","","","","","","","","",""
"1350573","","","","","","","","","","","","","1.1257888078689575","1.1257888078689575","1.1257888078689575","105511","105511","105511","","","","","","","","","","","",""
"1350630","","","","","","","","","","","","","","","","","","","1.2867002487182617","1.2867002487182617","1.2867002487182617","112467","112467","112467","","","","","",""
"1350681","","","","","","","1.400384783744812","1.400384783744812","1.400384783744812","109860","109860","109860","","","","","","","","","","","","","","","","","",""
"1350699","","","","","","","","","","","","","","","","","","","","","","","","","1.343131184577942","1.343131184577942","1.343131184577942","111357","111357","111357"
"1350883","","","","","","","","","","","","","1.143610954284668","1.143610954284668","1.143610954284668","105537","105537","105537","","","","","","","","","","","",""
"1350919","","","","","","","","","","","","","1.1122148036956787","1.1122148036956787","1.1122148036956787","105544","105544","105544","","","","","","","","","","","",""
"1350940","","","","","","","","","","","","","","","","","","","1.3242573738098145","1.3242573738098145","1.3242573738098145","112493","112493","112493","","","","","",""
"1350991","","","","","","","1.4747568368911743","1.4747568368911743","1.4747568368911743","109886","109886","109886","","","","","","","","","","","","","","","","","",""
"1351199","","","","","","","","","","","","","","","","","","","","","","","","","1.5952988862991333","1.5952988862991333","1.5952988862991333","111383","111383","111383"
"1351229","","","","","","","","","","","","","1.167740821838379","1.167740821838379","1.167740821838379","105570","105570","105570","","","","","","","","","","","",""
"1351311","","","","","","","1.3449063301086426","1.3449063301086426","1.3449063301086426","109912","109912","109912","","","","","","","","","","","","","","","","","",""
"1351370","","","","","","","","","","","","","","","","","","","1.5276806354522705","1.5276806354522705","1.5276806354522705","112519","112519","112519","","","","","",""
"1351509","","","","","","","","","","","","","","","","","","","","","","","","","1.597474455833435","1.597474455833435","1.597474455833435","111409","111409","111409"
"1351539","","","","","","","","","","","","","1.1252487897872925","1.1252487897872925","1.1252487897872925","105595","105595","105595","","","","","","","","","","","",""
"1351621","","","","","","","1.3187462091445923","1.3187462091445923","1.3187462091445923","109938","109938","109938","","","","","","","","","","","","","","","","","",""
"1351680","","","","","","","","","","","","","","","","","","","1.5332609415054321","1.5332609415054321","1.5332609415054321","112545","112545","112545","","","","","",""
"1351819","","","","","","","","","","","","","","","","","","","","","","","","","1.5963406562805176","1.5963406562805176","1.5963406562805176","111435","111435","111435"
"1351849","","","","","","","","","","","","","1.1763602495193481","1.1763602495193481","1.1763602495193481","105621","105621","105621","","","","","","","","","","","",""
"1351931","","","","","","","1.2671619653701782","1.2671619653701782","1.2671619653701782","109963","109963","109963","","","","","","","","","","","","","","","","","",""
"1351990","","","","","","","","","","","","","","","","","","","1.5693145990371704","1.5693145990371704","1.5693145990371704","112570","112570","112570","","","","","",""
"1352129","","","","","","","","","","","","","","","","","","","","","","","","","1.605043649673462","1.605043649673462","1.605043649673462","111461","111461","111461"
"1352159","","","","","","","","","","","","","1.2802892923355103","1.2802892923355103","1.2802892923355103","105647","105647","105647","","","","","","","","","","","",""
"1352202","-17.172563552856445","-17.172563552856445","-17.172563552856445","26123","26123","26123","","","","","","","","","","","","","","","","","","","","","","","",""
"1352241","","","","","","","1.2404751777648926","1.2404751777648926","1.2404751777648926","109989","109989","109989","","","","","","","","","","","","","","","","","",""
